trader_id,timestamp,side,trade_size,leverage,pnl
T054,2024-02-28 01:35:00,short,20.69,3.32,-0.43
T071,2024-02-28 23:56:00,short,19.17,2.43,-0.37
T042,2024-02-28 23:53:00,short,32.02,2.46,-0.5
T064,2024-02-28 02:03:00,short,21.58,2.66,-0.13
T057,2024-02-28 00:36:00,long,19.98,5.11,-1.18
T023,2024-02-28 23:34:00,short,10.02,2.31,-0.09
T005,2024-02-28 14:50:00,long,27.6,2.12,1.74
T057,2024-02-28 05:02:00,short,58.26,4.44,-3.01
T004,2024-02-28 19:02:00,long,8.38,5.13,-0.25
T001,2024-02-28 21:25:00,short,12.48,3.93,-0.33
T054,2024-02-28 18:34:00,short,29.65,1.18,-0.36
T057,2024-02-28 12:22:00,long,24.66,5.83,-1.28
T007,2024-02-28 08:59:00,short,46.44,2.54,-1.99
T001,2024-02-28 03:09:00,short,33.29,2.09,0.12
T069,2024-02-28 19:23:00,long,20.07,6.06,0.33
T061,2024-02-28 02:16:00,short,9.55,1.56,-0.45
T016,2024-02-28 10:15:00,long,41.85,2.06,0.18
T047,2024-02-28 18:49:00,short,84.17,7.38,-3.47
T013,2024-02-28 13:46:00,long,12.9,2.57,-0.19
T005,2024-02-28 08:12:00,long,6.41,2.07,-0.05
T003,2024-02-28 19:01:00,short,21.94,1.37,-0.16
T068,2024-02-28 21:17:00,short,19.39,2.62,0.02
T041,2024-02-28 14:10:00,long,21.74,3.38,1.63
T012,2024-02-28 14:13:00,short,5,2.29,-0.05
T031,2024-02-28 03:21:00,long,9.87,1.39,-0.11
T055,2024-02-28 18:48:00,short,6.33,2.01,-0.08
T011,2024-02-28 01:45:00,short,57.03,3.54,-0.55
T013,2024-02-28 03:12:00,short,19.52,3.55,-0.3
T073,2024-02-28 02:38:00,long,16.23,2.47,1.07
T024,2024-02-28 15:43:00,short,45.95,1.94,-1.57
T026,2024-02-28 19:12:00,short,84.01,1.9,-0.91
T013,2024-02-28 02:09:00,short,35.83,2.64,2.76
T007,2024-02-28 05:29:00,long,48.41,3.69,-0.88
T050,2024-02-28 02:59:00,long,133.75,3.83,6.8
T070,2024-02-28 06:39:00,long,27.41,1,0.26
T070,2024-02-28 11:40:00,short,43.04,7.75,-1.07
T023,2024-02-28 06:52:00,long,13.47,1.9,0.0
T070,2024-02-28 16:22:00,short,21.69,3.62,1.85
T062,2024-02-28 21:07:00,short,17.35,3.78,0.03
T039,2024-02-28 13:44:00,long,35.13,5.51,2.64
T027,2024-02-28 05:27:00,short,99.84,3.58,-1.46
T018,2024-02-28 14:38:00,short,98.54,3.41,-4.45
T066,2024-02-28 03:11:00,short,5.5,2.99,0.31
T033,2024-02-28 08:57:00,long,30.37,2.73,1.36
T035,2024-02-28 11:37:00,long,29.05,3.16,-0.63
T013,2024-02-28 18:04:00,long,28.94,1.75,-0.97
T003,2024-02-28 07:19:00,short,46.25,2.07,0.63
T023,2024-02-28 15:47:00,long,341.67,2.89,-21.63
T060,2024-02-28 18:54:00,long,43.21,3.24,-0.42
T035,2024-02-28 23:13:00,short,5,5.75,0.15
T071,2024-02-28 23:14:00,long,6.21,7.17,-0.21
T068,2024-02-28 09:53:00,short,16.61,1.22,-0.89
T023,2024-02-28 22:41:00,short,11.24,2.37,0.18
T007,2024-02-28 21:11:00,long,43.58,3.78,0.42
T030,2024-02-28 06:55:00,long,26.74,3.94,-0.04
T064,2024-02-28 04:30:00,long,5,1.62,-0.32
T027,2024-02-28 05:01:00,long,19.61,2.2,-0.91
T011,2024-02-28 21:10:00,long,85.45,6.27,-4.5
T072,2024-02-28 08:42:00,long,9.76,2.61,0.29
T056,2024-02-28 20:27:00,short,27.02,3.16,-0.64
T005,2024-02-28 07:11:00,short,17.37,3.01,-0.39
T057,2024-02-28 23:22:00,long,24.66,1.64,-0.05
T027,2024-02-28 13:53:00,short,168.83,1.74,0.37
T022,2024-02-28 04:12:00,short,12.04,5.29,0.16
T023,2024-02-28 02:50:00,short,22.6,10.75,0.44
T010,2024-02-28 07:15:00,long,13.47,2.23,-0.09
T075,2024-02-28 21:03:00,short,15.41,3.87,0.34
T043,2024-02-28 08:21:00,short,54.5,1.23,0.1
T012,2024-02-28 05:10:00,short,18.51,3.74,-0.83
T003,2024-02-28 20:12:00,short,165.45,2.24,-1.48
T080,2024-02-28 23:46:00,long,20.57,3.29,-0.32
T077,2024-02-28 20:25:00,short,29.57,2.96,-0.45
T040,2024-02-28 22:43:00,long,5,4.64,0.03
T030,2024-02-28 08:37:00,short,17.04,3.66,-0.04
T013,2024-02-28 02:06:00,short,31.29,2.53,-0.03
T028,2024-02-28 08:53:00,short,34.17,5.08,0.23
T059,2024-02-28 11:50:00,short,61.71,1.86,0.26
T005,2024-02-28 11:04:00,long,5,4.96,-0.42
T026,2024-02-28 12:32:00,long,24.98,8.13,-2.3
T035,2024-02-28 05:06:00,short,19.88,3.9,-1.0
T035,2024-02-28 18:02:00,short,46.91,3.57,-2.71
T066,2024-02-28 06:40:00,short,53.25,1.9,3.37
T069,2024-02-28 00:36:00,short,105.91,2.89,-2.33
T028,2024-02-28 10:01:00,short,31.55,7.29,0.29
T066,2024-02-28 19:08:00,short,25.18,3.04,1.18
T042,2024-02-28 12:14:00,short,28.2,4.38,-0.9
T026,2024-02-28 21:36:00,short,78.3,1.58,-4.29
T023,2024-02-28 02:38:00,long,5.51,5.23,-0.05
T013,2024-02-28 21:34:00,long,113.68,1.29,-0.6
T070,2024-02-28 19:51:00,short,75.04,1.46,3.86
T012,2024-02-28 17:06:00,short,9.76,2.18,-0.24
T058,2024-02-28 08:15:00,long,38.23,4.19,-0.33
T072,2024-02-28 23:20:00,long,47.64,2.78,1.28
T007,2024-02-28 10:36:00,long,24.13,1.45,-2.71
T060,2024-02-28 10:44:00,short,13.44,2.7,0.8
T042,2024-02-28 05:39:00,short,15.46,6.0,-0.07
T018,2024-02-29 09:22:00,long,66.7,2.01,2.43
T014,2024-02-29 22:34:00,short,22.78,2.23,-0.76
T078,2024-02-29 15:40:00,short,25.96,6.59,1.87
T049,2024-02-29 08:13:00,long,21.55,4.06,0.27
T010,2024-02-29 18:44:00,long,100.91,1.55,-1.36
T059,2024-02-29 15:23:00,long,37.06,3.08,3.01
T038,2024-02-29 03:42:00,long,13.53,4.92,0.31
T069,2024-02-29 21:36:00,short,55.26,3.49,0.75
T045,2024-02-29 04:24:00,long,38.92,1.92,-1.35
T005,2024-02-29 18:51:00,long,13.59,1.97,-0.1
T040,2024-02-29 04:07:00,long,14.41,1.48,0.29
T060,2024-02-29 05:06:00,long,15.62,1.89,1.44
T058,2024-02-29 13:22:00,short,11.72,5.58,-0.18
T032,2024-02-29 05:41:00,long,58.14,3.66,-1.24
T029,2024-02-29 13:29:00,long,45.09,1.37,2.17
T006,2024-02-29 08:11:00,short,9.26,3.75,0.58
T014,2024-02-29 10:18:00,long,119.33,2.36,7.63
T058,2024-02-29 08:40:00,long,38.8,2.12,-0.1
T010,2024-02-29 07:27:00,short,37.58,2.96,0.33
T077,2024-02-29 07:35:00,long,13.15,1.64,-0.47
T032,2024-02-29 13:01:00,long,29.98,2.94,-0.43
T068,2024-02-29 10:49:00,long,23.23,2.9,0.05
T010,2024-02-29 06:17:00,short,17.76,1.37,-0.28
T029,2024-02-29 03:34:00,short,8.74,5.69,-0.3
T078,2024-02-29 20:56:00,short,41.23,2.59,1.22
T061,2024-02-29 15:14:00,short,8.32,8.02,0.22
T054,2024-02-29 11:16:00,long,16.86,2.37,0.96
T048,2024-02-29 10:21:00,short,32.93,4.6,1.6
T010,2024-02-29 16:45:00,short,48.2,2.94,0.34
T038,2024-02-29 19:38:00,short,27.28,4.41,1.76
T006,2024-02-29 18:12:00,short,94.82,1.56,6.09
T001,2024-02-29 21:20:00,long,12.51,1,0.1
T075,2024-02-29 03:35:00,short,39.61,4.36,2.39
T079,2024-02-29 17:34:00,short,24.46,3.76,0.29
T044,2024-02-29 19:19:00,long,61.12,2.89,-0.54
T051,2024-02-29 04:53:00,short,102.66,4.74,0.22
T050,2024-02-29 07:11:00,long,21.21,2.15,0.53
T011,2024-02-29 13:13:00,short,27.65,6.55,0.2
T048,2024-02-29 22:09:00,long,8.95,2.3,-0.01
T051,2024-02-29 02:11:00,long,12.8,1.82,0.85
T067,2024-02-29 05:58:00,long,50.1,1,1.42
T060,2024-02-29 07:39:00,short,42.11,4.68,1.35
T003,2024-02-29 11:44:00,short,33.17,4.28,1.23
T041,2024-02-29 09:48:00,short,15.89,1.64,-0.63
T048,2024-02-29 14:59:00,long,22.43,8.79,-0.51
T077,2024-02-29 13:54:00,short,7.25,5.14,-0.24
T007,2024-02-29 20:56:00,long,63.71,2.41,-2.29
T038,2024-02-29 13:40:00,short,49.17,5.71,0.17
T034,2024-02-29 13:17:00,short,115.57,4.23,8.97
T012,2024-02-29 00:26:00,short,187.23,1.36,-0.76
T006,2024-02-29 17:41:00,long,23.5,4.21,-0.79
T024,2024-02-29 01:37:00,long,34.85,2.21,-0.69
T034,2024-02-29 07:52:00,long,105.72,3.41,2.14
T049,2024-02-29 11:56:00,long,23.83,3.94,-0.44
T021,2024-02-29 16:52:00,long,43.88,8.99,0.72
T035,2024-02-29 13:55:00,long,105.74,6.86,-3.63
T076,2024-02-29 00:11:00,long,45.85,3.85,-2.07
T076,2024-02-29 10:49:00,long,57.62,6.53,2.69
T031,2024-02-29 02:23:00,long,27.65,1.84,-0.22
T013,2024-02-29 05:50:00,short,12.4,1.98,0.03
T052,2024-02-29 14:18:00,long,78.97,3.03,2.55
T056,2024-02-29 00:57:00,long,10.69,3.72,0.77
T010,2024-02-29 19:12:00,long,22.95,3.01,-0.44
T063,2024-02-29 22:33:00,long,12.62,2.9,-0.38
T024,2024-02-29 09:05:00,long,20.93,5.55,-0.71
T056,2024-02-29 18:06:00,long,45.28,1.29,-3.44
T017,2024-02-29 18:59:00,short,10.72,2.3,-0.24
T074,2024-02-29 11:28:00,long,90.02,1.33,1.15
T029,2024-02-29 23:19:00,short,14.52,1.52,0.23
T023,2024-02-29 15:45:00,long,73.72,2.61,-0.39
T005,2024-02-29 05:37:00,short,18.5,1.58,0.43
T030,2024-02-29 04:00:00,long,23.22,10.19,1.03
T038,2024-02-29 23:07:00,short,30.82,10.53,1.44
T045,2024-02-29 04:31:00,long,22.03,1.54,0.11
T013,2024-02-29 15:04:00,short,62.0,4.05,1.34
T009,2024-02-29 13:40:00,long,125.01,2.7,1.55
T010,2024-02-29 15:40:00,long,17.77,1.23,0.07
T054,2024-02-29 22:47:00,long,51.33,4.19,0.72
T001,2024-02-29 12:21:00,short,39.34,2.71,-1.18
T077,2024-02-29 19:28:00,long,16.54,2.19,1.56
T030,2024-02-29 04:33:00,short,23.94,1.39,0.95
T050,2024-02-29 06:27:00,short,6.36,2.73,-0.09
T050,2024-02-29 01:08:00,short,15.01,2.82,-0.18
T031,2024-02-29 06:32:00,short,18.21,7.21,-0.68
T002,2024-02-29 02:36:00,short,12.65,4.03,-0.67
T031,2024-02-29 16:36:00,short,11.08,2.51,-0.09
T031,2024-02-29 22:45:00,long,25.06,2.88,-0.27
T078,2024-02-29 18:44:00,long,20.78,3.2,0.19
T012,2024-02-29 16:12:00,long,22.51,4.14,-1.09
T018,2024-02-29 11:34:00,long,26.8,3.29,-0.15
T033,2024-02-29 09:40:00,short,127.81,6.5,-4.19
T011,2024-02-29 10:58:00,long,18.85,2.79,1.68
T029,2024-02-29 21:17:00,long,17.62,3.19,0.14
T010,2024-02-29 19:03:00,short,15.69,2.34,-0.28
T067,2024-03-01 00:43:00,short,23.42,4.28,-0.52
T030,2024-03-01 10:31:00,short,9.33,3.24,-0.68
T011,2024-03-01 14:07:00,short,66.17,2.57,-7.15
T071,2024-03-01 16:25:00,short,19.31,1.22,0.36
T070,2024-03-01 06:28:00,short,54.98,1.5,0.85
T001,2024-03-01 12:48:00,short,45.29,2.39,-0.27
T063,2024-03-01 06:59:00,short,20.33,4.45,-0.46
T052,2024-03-01 21:45:00,long,16.84,2.08,-0.2
T019,2024-03-01 23:42:00,short,49.86,2.19,-0.97
T027,2024-03-01 22:06:00,long,44.85,1.53,-2.89
T078,2024-03-01 14:06:00,short,49.25,2.05,0.04
T065,2024-03-01 20:12:00,long,54.43,3.99,-2.09
T010,2024-03-01 08:04:00,short,23.93,3.31,1.4
T030,2024-03-01 12:18:00,long,8.02,4.35,-0.23
T073,2024-03-01 00:09:00,long,27.62,1.26,-0.61
T014,2024-03-01 14:39:00,long,12.94,1.69,-0.3
T070,2024-03-01 16:05:00,short,26.58,2.62,-0.46
T065,2024-03-01 11:18:00,long,67.93,3.25,0.48
T080,2024-03-01 03:13:00,short,19.99,2.9,-0.29
T062,2024-03-01 22:00:00,long,12.11,2.51,-0.74
T011,2024-03-01 04:50:00,long,136.51,3.96,-3.32
T014,2024-03-01 19:39:00,long,22.61,4.58,-2.19
T063,2024-03-01 01:51:00,long,26.99,2.17,-0.75
T063,2024-03-01 15:46:00,long,48.35,2.58,-2.33
T001,2024-03-01 07:59:00,long,10.48,3.93,-0.9
T065,2024-03-01 04:40:00,long,12.86,4.67,0.1
T052,2024-03-01 08:29:00,short,10.68,3.41,0.03
T011,2024-03-01 03:35:00,long,20.17,2.31,0.16
T012,2024-03-01 01:49:00,short,29.53,5.81,1.39
T044,2024-03-01 13:47:00,long,11.95,3.03,-0.07
T043,2024-03-01 05:33:00,long,26.0,1.29,-0.99
T080,2024-03-01 10:38:00,long,5,2.98,0.07
T063,2024-03-01 13:55:00,long,11.25,4.5,0.79
T072,2024-03-01 05:57:00,long,14.03,2.62,0.26
T011,2024-03-01 15:20:00,long,16.74,3.39,-1.35
T023,2024-03-01 05:00:00,long,11.87,5.18,0.57
T014,2024-03-01 10:09:00,short,41.54,3.54,0.98
T043,2024-03-01 15:29:00,long,117.87,5.35,-2.1
T023,2024-03-01 21:13:00,short,82.61,3.25,-0.61
T029,2024-03-01 16:46:00,long,27.49,10.21,-0.13
T019,2024-03-01 18:09:00,long,16.86,2.91,0.98
T072,2024-03-01 12:03:00,long,12.41,2.64,0.31
T012,2024-03-01 04:11:00,short,6.85,3.29,-0.13
T073,2024-03-01 17:09:00,long,11.75,2.83,-0.25
T066,2024-03-01 21:54:00,long,5.6,1.93,0.13
T006,2024-03-01 11:43:00,long,18.37,2.22,-0.3
T063,2024-03-01 02:17:00,short,54.11,6.58,0.89
T079,2024-03-01 23:47:00,long,20.57,2.92,0.73
T063,2024-03-01 04:06:00,long,25.21,4.93,-0.19
T019,2024-03-01 08:34:00,long,25.94,5.34,-0.63
T037,2024-03-01 00:33:00,long,52.61,4.06,0.92
T080,2024-03-01 12:20:00,long,14.7,3.37,-0.13
T067,2024-03-01 19:48:00,long,6.88,3.0,0.13
T062,2024-03-01 00:12:00,long,31.31,2.23,-0.27
T062,2024-03-01 04:26:00,long,33.84,3.5,-0.74
T075,2024-03-01 21:00:00,short,53.59,1.76,1.14
T012,2024-03-01 08:32:00,short,12.69,4.06,0.11
T074,2024-03-01 16:30:00,long,13.16,1.47,-0.09
T028,2024-03-01 06:33:00,long,57.43,6.67,2.19
T028,2024-03-01 01:18:00,short,11.91,2.56,-0.35
T042,2024-03-01 10:04:00,long,41.33,1.17,0.24
T072,2024-03-01 09:12:00,short,12.0,2.12,0.29
T067,2024-03-01 15:34:00,long,55.69,1.88,0.78
T027,2024-03-01 05:39:00,short,43.89,1.94,-2.28
T069,2024-03-01 06:12:00,short,14.92,2.77,0.12
T044,2024-03-01 00:19:00,short,71.66,1,-1.9
T063,2024-03-01 05:33:00,long,33.83,4.57,-0.46
T043,2024-03-01 07:19:00,short,41.95,3.64,-0.61
T014,2024-03-01 07:11:00,short,38.9,3.23,-1.21
T029,2024-03-01 18:32:00,short,31.08,1.98,1.34
T016,2024-03-01 17:19:00,long,6.1,2.26,-0.5
T062,2024-03-01 03:53:00,short,16.23,8.2,-0.45
T038,2024-03-01 08:27:00,long,58.69,4.56,0.02
T053,2024-03-01 22:05:00,long,68.72,3.35,0.48
T029,2024-03-01 10:13:00,long,10.29,1.73,-0.17
T069,2024-03-01 10:04:00,long,31.77,3.56,-1.49
T065,2024-03-01 23:03:00,long,24.22,4.99,1.61
T033,2024-03-01 16:28:00,short,18.3,6.7,-0.37
T072,2024-03-01 03:27:00,short,12.59,2.13,-0.03
T070,2024-03-01 11:06:00,long,25.84,2.72,0.41
T066,2024-03-01 01:47:00,short,92.48,2.97,-2.62
T067,2024-03-01 18:42:00,short,15.14,3.69,-0.0
T011,2024-03-01 19:47:00,short,9.19,6.07,-0.22
T078,2024-03-01 03:26:00,long,23.42,6.28,0.05
T016,2024-03-01 21:49:00,long,71.87,3.51,-2.08
T074,2024-03-01 23:32:00,short,5.79,1,-0.28
T030,2024-03-01 03:54:00,short,39.2,2.39,-0.19
T003,2024-03-01 03:53:00,short,8.28,1.86,-0.51
T052,2024-03-01 11:58:00,long,143.1,3.8,-8.77
T062,2024-03-01 20:32:00,short,15.24,3.14,-0.56
T017,2024-03-01 04:28:00,long,64.37,1.73,-2.9
T053,2024-03-01 19:18:00,short,40.87,11.62,2.05
T065,2024-03-01 09:25:00,short,39.64,2.32,0.25
T031,2024-03-01 05:08:00,short,34.76,3.18,0.8
T014,2024-03-01 15:37:00,short,10.75,5.33,-0.14
T012,2024-03-02 21:57:00,short,13.92,1.81,-0.13
T033,2024-03-02 04:45:00,short,20.43,2.17,1.01
T019,2024-03-02 16:11:00,long,43.12,1.72,-4.2
T068,2024-03-02 17:18:00,short,28.32,1.48,-0.28
T026,2024-03-02 08:42:00,short,16.43,2.71,-0.34
T076,2024-03-02 21:30:00,long,57.14,1.9,-3.93
T043,2024-03-02 15:00:00,short,15.15,3.11,-0.43
T033,2024-03-02 07:21:00,short,27.73,3.32,-0.4
T019,2024-03-02 23:28:00,short,43.13,4.52,-0.17
T028,2024-03-02 06:27:00,long,27.2,5.89,-1.37
T034,2024-03-02 14:47:00,long,14.96,1,-0.02
T003,2024-03-02 23:33:00,long,15.87,2.0,-0.57
T067,2024-03-02 07:09:00,long,54.69,3.6,-0.17
T028,2024-03-02 06:00:00,long,9.87,1.41,0.31
T006,2024-03-02 01:02:00,short,35.82,2.08,-0.61
T023,2024-03-02 01:34:00,long,106.76,2.13,-1.59
T010,2024-03-02 16:04:00,long,14.78,3.95,-1.04
T061,2024-03-02 21:11:00,long,12.74,2.06,-0.18
T069,2024-03-02 09:07:00,short,23.25,5.16,-0.92
T010,2024-03-02 02:40:00,long,58.56,2.27,-2.33
T021,2024-03-02 18:38:00,short,60.43,3.18,0.31
T078,2024-03-02 08:31:00,short,95.08,4.11,0.26
T025,2024-03-02 13:48:00,long,86.95,1.42,-2.88
T032,2024-03-02 02:58:00,short,30.3,3.2,1.25
T005,2024-03-02 06:17:00,short,23.89,2.06,-1.11
T073,2024-03-02 11:42:00,short,30.94,4.41,1.49
T061,2024-03-02 19:05:00,long,146.7,3.58,1.68
T061,2024-03-02 16:59:00,long,38.63,1.55,0.39
T003,2024-03-02 00:12:00,long,54.93,3.05,-1.77
T033,2024-03-02 08:28:00,short,5.9,2.96,-0.31
T069,2024-03-02 17:02:00,long,22.43,1.15,-0.3
T046,2024-03-02 00:21:00,short,85.5,2.38,2.62
T037,2024-03-02 03:05:00,long,19.34,3.49,1.25
T024,2024-03-02 02:15:00,short,108.34,6.17,2.66
T026,2024-03-02 21:37:00,short,16.24,3.31,0.19
T007,2024-03-02 10:17:00,long,53.17,1.51,0.08
T037,2024-03-02 02:09:00,short,31.06,3.78,-0.11
T067,2024-03-02 11:45:00,short,49.47,1.55,2.21
T076,2024-03-02 17:32:00,long,17.82,3.53,0.65
T007,2024-03-02 12:44:00,short,29.34,5.45,0.9
T057,2024-03-02 08:50:00,long,26.0,2.37,-0.34
T019,2024-03-02 15:03:00,long,5,2.55,0.04
T020,2024-03-02 07:52:00,short,117.63,3.77,-3.53
T075,2024-03-02 02:02:00,long,18.34,1.14,-0.85
T007,2024-03-02 14:54:00,long,177.3,2.0,8.43
T069,2024-03-02 01:49:00,long,14.54,5.96,-0.36
T055,2024-03-02 07:30:00,short,56.75,4.4,1.17
T076,2024-03-02 19:32:00,long,9.62,1.95,-0.4
T023,2024-03-02 07:56:00,long,58.44,2.14,-3.09
T046,2024-03-02 17:05:00,short,44.05,1.14,1.79
T019,2024-03-02 22:38:00,long,46.79,4.31,2.68
T029,2024-03-02 08:11:00,long,29.91,2.83,-2.08
T018,2024-03-02 11:28:00,short,6.18,2.5,-0.12
T007,2024-03-02 12:46:00,short,34.66,1.21,-1.42
T078,2024-03-02 06:17:00,long,9.28,2.73,-0.02
T010,2024-03-02 05:42:00,short,55.24,1.46,3.09
T075,2024-03-02 23:27:00,long,101.63,4.28,-1.09
T040,2024-03-02 08:14:00,short,15.63,1.98,-0.64
T021,2024-03-02 21:02:00,short,50.12,2.53,1.51
T006,2024-03-02 22:33:00,long,7.57,7.77,-0.51
T019,2024-03-02 02:51:00,short,9.17,3.14,-0.06
T055,2024-03-02 00:26:00,long,67.05,2.01,2.69
T018,2024-03-02 02:46:00,long,17.88,4.39,-1.25
T019,2024-03-02 17:25:00,long,51.66,2.26,-1.12
T005,2024-03-02 06:22:00,short,151.03,2.9,4.44
T050,2024-03-02 21:04:00,long,20.17,6.79,0.4
T016,2024-03-02 15:52:00,short,14.59,1.94,-0.21
T029,2024-03-02 21:16:00,short,29.23,2.41,0.37
T069,2024-03-02 09:59:00,long,8.84,2.37,0.13
T048,2024-03-02 15:58:00,long,21.19,3.18,-1.49
T024,2024-03-02 07:59:00,long,6.5,5.29,-0.1
T069,2024-03-02 11:29:00,short,26.66,3.39,0.52
T020,2024-03-02 15:36:00,long,28.43,4.11,0.2
T007,2024-03-02 16:44:00,long,13.76,1.66,0.08
T027,2024-03-02 14:08:00,short,14.01,6.82,0.2
T036,2024-03-02 06:48:00,short,23.64,3.29,-0.34
T028,2024-03-02 16:16:00,long,15.65,5.29,0.91
T068,2024-03-02 06:09:00,long,6.51,1.89,0.11
T076,2024-03-02 12:05:00,short,136.84,4.73,2.69
T046,2024-03-02 08:38:00,short,22.86,1.88,-0.11
T005,2024-03-02 01:34:00,long,142.42,3.32,-5.73
T042,2024-03-02 10:06:00,short,12.07,4.37,-0.13
T023,2024-03-02 08:26:00,short,9.06,2.92,0.12
T025,2024-03-02 13:20:00,long,5,1.47,-0.18
T043,2024-03-02 22:40:00,short,90.81,1.41,-3.64
T042,2024-03-02 22:35:00,short,53.01,2.76,-0.46
T006,2024-03-02 15:17:00,long,10.52,1.72,-0.13
T005,2024-03-02 22:12:00,long,21.56,3.88,0.57
T025,2024-03-02 07:52:00,long,38.71,1.87,-0.67
T003,2024-03-02 06:10:00,long,30.58,1.7,-0.34
T036,2024-03-02 18:24:00,long,18.46,5.46,-0.11
T056,2024-03-02 09:36:00,short,18.53,2.82,-0.33
T059,2024-03-02 00:32:00,long,75.26,3.08,0.33
T055,2024-03-02 00:07:00,short,85.52,4.61,-3.41
T012,2024-03-02 06:42:00,short,16.97,2.21,0.27
T058,2024-03-02 11:04:00,long,56.44,1.64,1.37
T012,2024-03-02 21:56:00,long,20.13,3.72,0.16
T042,2024-03-02 04:06:00,short,47.12,4.88,-1.0
T006,2024-03-02 00:49:00,short,78.84,4.26,2.33
T067,2024-03-02 20:05:00,long,20.81,4.71,0.51
T021,2024-03-02 19:38:00,short,22.19,1.32,0.95
T006,2024-03-02 07:05:00,short,45.23,4.94,-2.22
T078,2024-03-02 22:40:00,long,15.11,6.69,-0.1
T043,2024-03-02 18:54:00,short,29.76,2.56,0.05
T003,2024-03-02 01:38:00,short,30.48,2.01,1.45
T037,2024-03-02 14:03:00,long,33.09,3.33,-1.0
T044,2024-03-02 20:13:00,short,34.42,2.06,-1.5
T032,2024-03-02 05:15:00,long,15.58,3.31,0.45
T056,2024-03-02 15:27:00,long,13.61,4.33,-0.7
T069,2024-03-02 08:08:00,short,12.7,2.76,-0.89
T048,2024-03-02 01:44:00,short,76.56,1.59,-0.99
T057,2024-03-02 21:55:00,long,53.82,2.92,-2.56
T027,2024-03-02 05:56:00,long,26.36,2.08,-0.56
T034,2024-03-02 00:53:00,short,21.52,2.03,-0.42
T026,2024-03-02 13:35:00,long,17.23,2.73,-0.76
T044,2024-03-03 00:52:00,short,12.34,2.45,0.35
T051,2024-03-03 20:02:00,short,12.86,6.14,-0.6
T067,2024-03-03 23:56:00,long,8.62,2.63,-0.41
T023,2024-03-03 01:47:00,short,18.12,3.56,-0.05
T010,2024-03-03 04:39:00,long,28.69,2.19,2.31
T037,2024-03-03 06:20:00,short,47.06,3.42,-0.64
T057,2024-03-03 22:04:00,long,83.38,5.75,-2.94
T010,2024-03-03 11:14:00,short,10.24,3.61,0.07
T047,2024-03-03 14:23:00,long,90.53,1.97,-0.38
T071,2024-03-03 12:39:00,long,77.47,4.04,0.37
T004,2024-03-03 09:47:00,long,5.68,9.39,-0.55
T064,2024-03-03 15:27:00,short,26.63,4.09,-0.38
T071,2024-03-03 02:26:00,long,32.9,1.75,-1.97
T021,2024-03-03 18:10:00,long,50.63,5.71,-1.27
T004,2024-03-03 04:51:00,short,29.02,3.78,0.29
T050,2024-03-03 11:21:00,long,30.12,4.68,1.07
T044,2024-03-03 16:50:00,short,7.31,4.79,0.25
T019,2024-03-03 21:41:00,short,76.33,1.36,-3.08
T021,2024-03-03 12:26:00,short,14.19,3.15,-0.69
T047,2024-03-03 10:11:00,short,19.95,1.78,-0.5
T050,2024-03-03 07:29:00,short,14.67,1.98,-0.63
T052,2024-03-03 02:56:00,long,31.84,2.1,0.18
T051,2024-03-03 08:37:00,long,66.43,2.9,1.16
T021,2024-03-03 17:46:00,long,9.83,2.76,-0.05
T050,2024-03-03 11:15:00,short,13.93,2.31,0.83
T004,2024-03-03 10:55:00,short,8.84,3.4,-0.06
T023,2024-03-03 20:09:00,short,24.2,3.9,0.08
T044,2024-03-03 06:24:00,long,20.02,4.26,0.42
T079,2024-03-03 23:00:00,short,16.92,3.61,-0.47
T021,2024-03-03 01:21:00,long,5.24,3.48,-0.16
T064,2024-03-03 18:15:00,long,25.62,4.37,0.58
T014,2024-03-03 10:51:00,long,38.56,4.01,-0.61
T037,2024-03-03 03:45:00,long,27.41,1.42,-0.78
T063,2024-03-03 02:28:00,long,5,2.07,-0.04
T011,2024-03-03 21:23:00,long,36.73,1.82,-0.11
T011,2024-03-03 11:01:00,long,27.37,1.96,-0.42
T023,2024-03-03 13:12:00,short,28.15,3.29,-1.56
T064,2024-03-03 21:12:00,short,20.74,3.91,-0.43
T021,2024-03-03 19:47:00,long,32.6,4.01,0.96
T074,2024-03-03 06:23:00,long,86.32,2.99,-1.68
T034,2024-03-03 11:15:00,short,52.62,2.28,0.47
T050,2024-03-03 19:44:00,long,34.1,2.0,-0.2
T079,2024-03-03 20:04:00,long,14.72,5.12,-0.37
T057,2024-03-03 22:00:00,long,17.16,6.53,-0.92
T024,2024-03-03 22:55:00,long,78.73,1.96,3.17
T021,2024-03-03 18:13:00,short,32.36,2.91,-0.09
T004,2024-03-03 10:21:00,long,10.6,5.18,-0.04
T059,2024-03-03 23:02:00,long,17.23,1.77,-0.16
T033,2024-03-03 22:23:00,long,6.88,3.95,0.19
T057,2024-03-03 08:09:00,long,39.12,2.67,0.43
T058,2024-03-03 07:02:00,short,25.4,3.92,-1.06
T034,2024-03-03 19:52:00,long,46.74,8.21,-0.68
T023,2024-03-03 02:17:00,short,7.9,4.28,0.02
T071,2024-03-03 23:48:00,long,15.6,2.59,-1.04
T074,2024-03-03 17:20:00,long,68.19,8.15,-4.1
T017,2024-03-03 21:23:00,long,55.75,4.74,-3.33
T010,2024-03-03 08:43:00,short,36.92,6.46,-0.32
